Date,Meal Time,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Suggestions
2024-01-15,Breakfast,120,100,41.91,31.04,218,10.87,Holiday,3,Minimal Waste,2.3,2.04,Sunny,Portion sizes seem optimal; continue as is.
2024-03-10,Dinner,244,228,43.64,26.84,204,16.8,No Event,4,Minimal Waste,1.87,0.9,Sunny,Portion sizes seem optimal; continue as is.
2024-02-10,Dinner,237,231,36.06,34.07,311,1.99,Staff Meeting,4,Minimal Waste,4.98,4.29,Sunny,Portion sizes seem optimal; continue as is.
2024-02-23,Breakfast,118,102,44.96,30.78,240,14.18,Staff Meeting,5,Minimal Waste,4.68,1.72,Rainy,Consider offering warm food options.
2024-04-13,Breakfast,146,134,47.66,32.8,229,14.86,Staff Meeting,5,Minimal Waste,2.3,1.87,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-02,Breakfast,118,109,47.55,35.96,242,11.59,Sports Day,2,Minimal Waste,2.66,2.05,Windy,Consider changing the menu or improving food quality.
2024-07-10,Dinner,227,233,39.99,26.31,323,13.68,No Event,2,High Waste,0.99,0.67,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-06,Breakfast,150,150,36.28,26.37,224,9.91,No Event,1,High Waste,4.18,2.6,Sunny,Reduce portion size by 10-20% for the next meal.
2024-06-14,Breakfast,102,91,30.61,30.14,241,0.47,Holiday,4,High Waste,3.71,1.54,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-24,Lunch,155,160,48.06,25.4,231,22.66,Staff Meeting,5,Moderate Waste,0.73,0.2,Rainy,Consider offering warm food options.
2024-02-01,Lunch,184,168,33.72,28.95,263,4.77,No Event,5,Moderate Waste,0.39,0.32,Sunny,Portion sizes seem optimal; continue as is.
2024-10-22,Lunch,188,186,33.01,25.93,239,7.08,No Event,2,Moderate Waste,4.65,3.37,Windy,Consider changing the menu or improving food quality.
2024-10-27,Breakfast,109,90,34.11,27.67,239,6.44,Holiday,4,Moderate Waste,1.94,1.72,Cloudy,Portion sizes seem optimal; continue as is.
2024-05-22,Dinner,191,184,33.52,28.21,291,5.31,Staff Meeting,5,Moderate Waste,3.9,2.9,Rainy,Consider offering warm food options.
2024-09-16,Breakfast,129,142,44.65,35.76,230,8.89,Holiday,5,Minimal Waste,3.77,2.55,Rainy,Consider offering warm food options.
2024-10-25,Breakfast,150,148,39.21,25.08,205,14.13,No Event,4,High Waste,0.78,0.54,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-04,Breakfast,106,115,35.45,27.43,186,8.02,Holiday,4,High Waste,0.84,0.56,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-21,Lunch,157,138,49.72,46.09,250,3.63,Holiday,5,High Waste,0.93,0.92,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-10,Breakfast,133,130,46.23,33.93,180,12.3,Holiday,2,Minimal Waste,1.4,0.58,Cloudy,Consider changing the menu or improving food quality.
2024-08-08,Breakfast,104,88,43.81,34.1,183,9.71,Sports Day,4,High Waste,0.86,0.77,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-12,Lunch,154,141,33.7,30.04,256,3.66,Sports Day,4,Moderate Waste,1.36,0.23,Cloudy,Increase portions slightly for high energy consumption.
2024-07-04,Lunch,179,161,41.17,28.53,266,12.64,Sports Day,3,Minimal Waste,0.45,0.38,Cloudy,Increase portions slightly for high energy consumption.
2024-09-08,Breakfast,139,137,35.07,26.7,234,8.37,Staff Meeting,1,High Waste,3.57,1.44,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-22,Breakfast,116,100,31.21,31.09,192,0.12,Sports Day,3,Minimal Waste,4.8,3.18,Rainy,Increase portions slightly for high energy consumption.
2024-10-10,Breakfast,128,115,40.66,34.83,188,5.83,No Event,3,High Waste,2.23,0.27,Rainy,Reduce portion size by 10-20% for the next meal.
2024-03-29,Breakfast,144,152,49.87,46.36,245,3.51,Holiday,1,High Waste,1.82,0.97,Windy,Reduce portion size by 10-20% for the next meal.
2024-11-06,Lunch,173,187,47.35,34.02,293,13.33,No Event,4,Moderate Waste,2.9,0.19,Sunny,Portion sizes seem optimal; continue as is.
2024-01-29,Dinner,199,193,40.89,35.85,348,5.04,Sports Day,1,High Waste,0.41,0.32,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-17,Dinner,239,250,47.19,39.66,308,7.53,Staff Meeting,1,Moderate Waste,3.77,1.51,Sunny,Consider changing the menu or improving food quality.
2024-03-21,Dinner,206,196,32.18,26.26,232,5.92,Staff Meeting,4,High Waste,1.42,0.94,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-09-21,Lunch,179,178,33.9,27.13,221,6.77,Sports Day,5,Moderate Waste,2.62,2.01,Cloudy,Increase portions slightly for high energy consumption.
2024-02-21,Dinner,220,223,37.02,35.1,308,1.92,Sports Day,1,Minimal Waste,1.08,0.65,Windy,Consider changing the menu or improving food quality.
2024-01-25,Breakfast,106,111,48.01,41.52,215,6.49,Staff Meeting,2,High Waste,1.72,0.12,Windy,Reduce portion size by 10-20% for the next meal.
2024-08-11,Dinner,188,195,30.61,30.37,248,0.24,Staff Meeting,4,Moderate Waste,0.66,0.24,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-19,Breakfast,118,124,47.59,37.22,230,10.37,Sports Day,3,High Waste,1.25,1.17,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-08,Dinner,240,231,31.3,26.95,335,4.35,Holiday,3,Minimal Waste,0.95,0.19,Sunny,Portion sizes seem optimal; continue as is.
2024-09-02,Lunch,190,188,34.19,29.94,275,4.25,Sports Day,4,Moderate Waste,4.25,0.71,Windy,Increase portions slightly for high energy consumption.
2024-11-03,Dinner,198,190,41.4,36.01,292,5.39,Staff Meeting,5,High Waste,4.86,4.2,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-16,Breakfast,117,104,45.68,32.6,232,13.08,Sports Day,5,Moderate Waste,2.07,0.99,Rainy,Increase portions slightly for high energy consumption.
2024-05-12,Lunch,154,166,48.19,45.39,223,2.8,Holiday,3,Moderate Waste,2.06,0.87,Sunny,Portion sizes seem optimal; continue as is.
2024-06-02,Lunch,173,154,31.36,31.14,223,0.22,Sports Day,3,High Waste,4.68,3.76,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-26,Lunch,192,205,42.8,39.66,288,3.14,Staff Meeting,4,Minimal Waste,2.5,2.25,Windy,Portion sizes seem optimal; continue as is.
2024-05-03,Breakfast,136,140,32.66,27.48,218,5.18,Holiday,1,Moderate Waste,2.02,2.0,Cloudy,Consider changing the menu or improving food quality.
2024-09-13,Breakfast,139,155,41.28,39.05,201,2.23,Staff Meeting,3,Minimal Waste,2.4,1.02,Sunny,Portion sizes seem optimal; continue as is.
2024-03-22,Dinner,240,244,36.96,27.13,339,9.83,Staff Meeting,2,High Waste,3.94,2.63,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-19,Dinner,216,206,36.1,27.67,226,8.43,Staff Meeting,4,High Waste,2.85,1.3,Windy,Reduce portion size by 10-20% for the next meal.
2024-07-23,Lunch,165,161,44.66,31.89,227,12.77,Staff Meeting,2,High Waste,1.33,0.54,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-26,Dinner,220,221,39.78,26.75,312,13.03,Staff Meeting,3,Moderate Waste,4.66,4.46,Rainy,Consider offering warm food options.
2024-10-14,Lunch,183,199,40.06,37.67,248,2.39,Staff Meeting,3,Minimal Waste,2.22,1.35,Rainy,Consider offering warm food options.
2024-02-20,Breakfast,121,115,32.42,32.27,196,0.15,Sports Day,4,Moderate Waste,3.5,0.3,Sunny,Increase portions slightly for high energy consumption.
2024-10-31,Breakfast,101,91,32.37,29.51,232,2.86,Staff Meeting,4,High Waste,2.98,1.23,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-03,Breakfast,115,104,49.31,42.79,238,6.52,Sports Day,4,Moderate Waste,4.89,3.98,Cloudy,Increase portions slightly for high energy consumption.
2024-05-29,Lunch,167,167,38.15,32.92,291,5.23,Holiday,1,Minimal Waste,2.51,1.12,Sunny,Consider changing the menu or improving food quality.
2024-01-13,Dinner,180,193,43.12,38.93,310,4.19,Sports Day,1,High Waste,2.48,0.9,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-13,Breakfast,122,140,48.29,46.38,198,1.91,Staff Meeting,1,Moderate Waste,0.25,0.2,Windy,Consider changing the menu or improving food quality.
2024-09-06,Dinner,247,232,42.17,39.89,288,2.28,No Event,4,Moderate Waste,0.23,0.22,Rainy,Consider offering warm food options.
2024-06-15,Dinner,192,196,38.02,28.2,222,9.82,Holiday,2,High Waste,3.44,1.29,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-29,Breakfast,142,143,30.29,27.05,207,3.24,No Event,1,Minimal Waste,2.55,0.89,Rainy,Consider changing the menu or improving food quality.
2024-01-30,Dinner,213,194,48.14,35.55,225,12.59,No Event,3,Moderate Waste,2.84,0.36,Windy,Portion sizes seem optimal; continue as is.
2024-10-14,Breakfast,121,130,49.17,30.41,246,18.76,Holiday,4,High Waste,4.75,2.08,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-09-24,Lunch,163,146,36.21,33.02,267,3.19,Staff Meeting,1,Minimal Waste,2.62,0.69,Sunny,Consider changing the menu or improving food quality.
2024-02-22,Dinner,190,210,43.33,25.47,279,17.86,Sports Day,2,High Waste,0.11,0.11,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-25,Dinner,187,179,46.78,39.48,227,7.3,Staff Meeting,1,Minimal Waste,0.69,0.28,Windy,Consider changing the menu or improving food quality.
2024-04-05,Dinner,201,197,48.74,25.17,278,23.57,Staff Meeting,1,Moderate Waste,3.75,1.93,Sunny,Consider changing the menu or improving food quality.
2024-02-29,Dinner,236,238,47.3,43.44,285,3.86,Staff Meeting,1,Minimal Waste,2.07,1.06,Rainy,Consider changing the menu or improving food quality.
2024-06-15,Lunch,171,169,41.32,33.55,242,7.77,Holiday,5,Minimal Waste,0.29,0.2,Sunny,Portion sizes seem optimal; continue as is.
2024-04-20,Dinner,231,211,47.52,43.46,270,4.06,Holiday,1,Moderate Waste,3.9,3.7,Cloudy,Consider changing the menu or improving food quality.
2024-09-28,Breakfast,131,127,36.62,30.41,247,6.21,Sports Day,1,Moderate Waste,1.07,0.21,Windy,Consider changing the menu or improving food quality.
2024-09-15,Dinner,200,216,35.75,29.24,293,6.51,No Event,4,Moderate Waste,4.17,2.76,Rainy,Consider offering warm food options.
2024-10-24,Dinner,247,234,32.19,31.51,250,0.68,Holiday,1,High Waste,2.23,1.84,Windy,Reduce portion size by 10-20% for the next meal.
2024-08-30,Lunch,157,153,44.62,42.39,284,2.23,Staff Meeting,3,Moderate Waste,2.84,0.99,Rainy,Consider offering warm food options.
2024-01-10,Lunch,154,169,43.42,35.09,280,8.33,Holiday,1,Moderate Waste,4.53,1.66,Cloudy,Consider changing the menu or improving food quality.
2024-08-30,Lunch,156,161,30.74,26.53,251,4.21,Sports Day,3,High Waste,4.49,0.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-28,Breakfast,143,133,30.94,29.36,247,1.58,Holiday,3,High Waste,3.81,1.99,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-02,Lunch,189,206,34.85,26.6,286,8.25,Sports Day,2,Moderate Waste,0.71,0.53,Sunny,Consider changing the menu or improving food quality.
2024-02-27,Dinner,242,230,32.2,29.15,321,3.05,Staff Meeting,4,High Waste,4.35,0.12,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-03-23,Breakfast,135,123,31.81,25.25,194,6.56,Staff Meeting,3,High Waste,0.78,0.21,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-30,Lunch,159,152,30.21,27.95,297,2.26,Sports Day,1,High Waste,2.12,1.33,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-27,Lunch,152,168,42.42,34.9,259,7.52,No Event,4,Minimal Waste,3.1,0.84,Rainy,Consider offering warm food options.
2024-08-02,Dinner,249,231,43.08,26.47,260,16.61,Staff Meeting,4,Minimal Waste,2.15,0.67,Rainy,Consider offering warm food options.
2024-07-12,Dinner,217,214,37.59,33.31,300,4.28,Sports Day,1,High Waste,0.13,0.12,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-18,Lunch,164,171,47.49,38.41,291,9.08,No Event,4,Minimal Waste,4.83,4.47,Sunny,Portion sizes seem optimal; continue as is.
2024-02-26,Breakfast,108,103,42.22,28.24,227,13.98,Sports Day,4,High Waste,4.51,3.13,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-19,Lunch,152,133,31.68,27.53,229,4.15,Staff Meeting,4,Moderate Waste,1.02,0.92,Windy,Portion sizes seem optimal; continue as is.
2024-04-01,Breakfast,149,148,39.99,30.62,217,9.37,Staff Meeting,3,Moderate Waste,4.16,3.08,Sunny,Portion sizes seem optimal; continue as is.
2024-03-29,Breakfast,134,152,33.7,30.4,216,3.3,Holiday,3,Moderate Waste,4.6,1.39,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-07,Lunch,151,169,33.48,25.9,245,7.58,Holiday,3,Minimal Waste,3.63,1.13,Windy,Portion sizes seem optimal; continue as is.
2024-11-06,Breakfast,111,118,38.23,26.96,227,11.27,No Event,4,Moderate Waste,4.84,2.44,Rainy,Consider offering warm food options.
2024-06-18,Breakfast,149,147,43.12,38.07,221,5.05,Staff Meeting,5,High Waste,2.26,1.05,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-28,Dinner,192,209,44.64,39.82,296,4.82,Sports Day,4,Minimal Waste,4.38,1.12,Rainy,Increase portions slightly for high energy consumption.
2024-10-08,Breakfast,146,127,43.26,42.29,195,0.97,No Event,5,High Waste,4.46,2.63,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-31,Lunch,196,202,47.26,35.37,220,11.89,Staff Meeting,5,Minimal Waste,0.99,0.57,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-24,Breakfast,110,90,49.71,38.47,216,11.24,Staff Meeting,3,Moderate Waste,1.07,0.54,Cloudy,Portion sizes seem optimal; continue as is.
2024-05-02,Breakfast,145,139,48.81,32.49,245,16.32,Holiday,2,High Waste,1.12,1.11,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-27,Lunch,171,164,32.91,29.53,259,3.38,Sports Day,5,Moderate Waste,0.3,0.22,Rainy,Increase portions slightly for high energy consumption.
2024-05-01,Dinner,187,189,38.75,25.58,225,13.17,No Event,2,High Waste,3.89,1.36,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-15,Breakfast,114,98,45.61,31.47,236,14.14,Sports Day,4,High Waste,0.92,0.31,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-16,Lunch,176,177,48.6,38.09,224,10.51,Sports Day,1,Moderate Waste,3.42,2.61,Cloudy,Consider changing the menu or improving food quality.
2024-10-31,Breakfast,113,117,45.58,38.34,183,7.24,Holiday,5,Minimal Waste,3.47,0.72,Sunny,Portion sizes seem optimal; continue as is.
2024-10-06,Breakfast,131,135,31.44,25.77,224,5.67,No Event,3,Moderate Waste,2.17,1.6,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-29,Breakfast,135,144,34.79,26.55,191,8.24,Holiday,2,High Waste,0.82,0.81,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-20,Breakfast,129,134,48.35,37.72,214,10.63,Holiday,2,Minimal Waste,3.53,2.2,Sunny,Consider changing the menu or improving food quality.
2024-02-26,Breakfast,139,149,46.78,30.52,209,16.26,Sports Day,4,Moderate Waste,1.28,0.26,Cloudy,Increase portions slightly for high energy consumption.
2024-06-21,Breakfast,128,125,49.63,49.61,241,0.02,Staff Meeting,2,Minimal Waste,4.04,3.37,Windy,Consider changing the menu or improving food quality.
2024-11-04,Breakfast,134,144,44.25,29.17,195,15.08,Staff Meeting,3,Minimal Waste,3.19,1.98,Sunny,Portion sizes seem optimal; continue as is.
2024-02-22,Dinner,231,213,42.33,27.84,208,14.49,No Event,4,Moderate Waste,4.48,2.37,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-18,Lunch,198,213,42.39,31.91,238,10.48,Sports Day,4,Minimal Waste,2.74,2.67,Windy,Increase portions slightly for high energy consumption.
2024-09-25,Lunch,183,173,33.68,26.72,222,6.96,Staff Meeting,2,High Waste,3.24,0.3,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-17,Breakfast,128,137,39.05,27.94,201,11.11,Holiday,2,Moderate Waste,2.99,2.78,Rainy,Consider changing the menu or improving food quality.
2024-09-15,Breakfast,139,153,46.78,32.5,195,14.28,Staff Meeting,1,Minimal Waste,4.59,3.57,Cloudy,Consider changing the menu or improving food quality.
2024-02-07,Lunch,187,197,46.57,38.04,250,8.53,No Event,1,Minimal Waste,2.66,1.96,Rainy,Consider changing the menu or improving food quality.
2024-01-13,Lunch,163,148,36.24,34.16,237,2.08,Holiday,2,High Waste,2.31,2.28,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-19,Dinner,227,219,34.29,27.85,208,6.44,Holiday,5,High Waste,3.09,1.81,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-07,Breakfast,137,154,30.53,29.75,187,0.78,Holiday,5,Minimal Waste,3.44,0.52,Windy,Portion sizes seem optimal; continue as is.
2024-05-11,Dinner,227,212,30.59,28.98,253,1.61,Sports Day,4,High Waste,1.94,1.23,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-19,Lunch,179,180,31.28,31.03,247,0.25,Sports Day,4,Minimal Waste,4.48,3.41,Windy,Increase portions slightly for high energy consumption.
2024-11-03,Breakfast,149,129,47.68,25.55,200,22.13,No Event,3,Minimal Waste,3.36,0.62,Windy,Portion sizes seem optimal; continue as is.
2024-09-24,Dinner,200,188,34.45,32.15,287,2.3,No Event,1,High Waste,3.57,1.2,Sunny,Reduce portion size by 10-20% for the next meal.
2024-06-17,Lunch,152,151,31.79,29.25,257,2.54,Staff Meeting,4,Minimal Waste,3.66,3.04,Cloudy,Portion sizes seem optimal; continue as is.
2024-09-15,Dinner,182,173,41.36,39.4,325,1.96,Staff Meeting,4,Moderate Waste,3.65,1.7,Sunny,Portion sizes seem optimal; continue as is.
2024-09-21,Lunch,199,179,44.17,36.62,268,7.55,Sports Day,3,High Waste,4.52,3.0,Sunny,Reduce portion size by 10-20% for the next meal.
2024-02-16,Breakfast,143,148,39.46,26.77,191,12.69,Staff Meeting,2,Minimal Waste,3.4,1.16,Cloudy,Consider changing the menu or improving food quality.
2024-05-02,Dinner,209,223,46.82,39.16,294,7.66,Holiday,5,Minimal Waste,4.9,2.79,Rainy,Consider offering warm food options.
2024-03-09,Breakfast,100,94,42.93,35.67,198,7.26,No Event,5,Moderate Waste,3.61,2.3,Windy,Portion sizes seem optimal; continue as is.
2024-09-29,Dinner,187,203,45.61,30.65,203,14.96,Holiday,3,High Waste,2.39,0.94,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-31,Breakfast,101,97,46.23,32.12,233,14.11,Sports Day,4,Minimal Waste,0.9,0.38,Cloudy,Increase portions slightly for high energy consumption.
2024-02-25,Dinner,183,198,47.13,44.28,218,2.85,Sports Day,5,High Waste,1.07,0.7,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-23,Lunch,154,145,35.43,33.62,300,1.81,Holiday,3,Moderate Waste,0.79,0.76,Windy,Portion sizes seem optimal; continue as is.
2024-01-21,Lunch,181,190,45.49,28.58,244,16.91,Holiday,1,Minimal Waste,3.07,2.01,Rainy,Consider changing the menu or improving food quality.
2024-06-03,Dinner,226,215,41.69,38.57,322,3.12,Holiday,2,Moderate Waste,1.46,0.27,Cloudy,Consider changing the menu or improving food quality.
2024-03-08,Breakfast,127,112,30.14,25.77,199,4.37,Sports Day,5,High Waste,4.14,2.35,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-23,Lunch,158,169,47.03,45.34,234,1.69,No Event,3,Minimal Waste,0.99,0.72,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-04,Dinner,191,174,31.17,29.51,332,1.66,Staff Meeting,2,Minimal Waste,1.87,0.5,Windy,Consider changing the menu or improving food quality.
2024-09-19,Lunch,155,150,39.38,27.25,300,12.13,Holiday,1,Moderate Waste,3.27,1.71,Rainy,Consider changing the menu or improving food quality.
2024-01-24,Breakfast,108,97,33.67,29.6,226,4.07,No Event,3,Moderate Waste,4.26,2.41,Rainy,Consider offering warm food options.
2024-08-01,Dinner,200,206,32.11,28.02,278,4.09,Holiday,1,Minimal Waste,0.24,0.21,Windy,Consider changing the menu or improving food quality.
2024-03-27,Lunch,175,175,41.65,39.68,266,1.97,Holiday,2,Minimal Waste,3.93,0.53,Cloudy,Consider changing the menu or improving food quality.
2024-09-27,Lunch,152,151,33.34,32.19,240,1.15,Holiday,3,High Waste,0.63,0.29,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-08-30,Lunch,152,163,30.67,26.48,299,4.19,Sports Day,5,Minimal Waste,3.29,0.23,Cloudy,Increase portions slightly for high energy consumption.
2024-08-29,Lunch,191,171,33.84,25.2,281,8.64,Sports Day,5,Moderate Waste,1.4,0.42,Windy,Increase portions slightly for high energy consumption.
2024-10-16,Breakfast,104,107,40.32,29.36,184,10.96,No Event,5,High Waste,3.47,3.16,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-04,Breakfast,123,107,39.22,28.47,206,10.75,Staff Meeting,3,Minimal Waste,0.24,0.14,Windy,Portion sizes seem optimal; continue as is.
2024-10-12,Breakfast,123,122,35.9,28.3,248,7.6,Holiday,5,Minimal Waste,4.04,0.5,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-10,Dinner,229,244,41.18,34.44,315,6.74,Holiday,2,High Waste,2.49,0.43,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-13,Lunch,166,159,37.97,37.29,298,0.68,Staff Meeting,1,Moderate Waste,3.62,1.14,Cloudy,Consider changing the menu or improving food quality.
2024-05-28,Lunch,167,153,33.6,31.83,284,1.77,Staff Meeting,2,High Waste,4.68,2.55,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-25,Breakfast,141,152,45.87,41.25,208,4.62,Holiday,4,Minimal Waste,0.22,0.18,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-08,Lunch,169,183,49.38,46.61,287,2.77,Staff Meeting,3,Moderate Waste,3.13,1.19,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-10,Breakfast,133,126,40.83,33.42,199,7.41,No Event,3,Moderate Waste,4.02,3.97,Rainy,Consider offering warm food options.
2024-10-25,Dinner,192,212,41.78,35.57,237,6.21,Sports Day,5,Minimal Waste,4.35,0.41,Windy,Increase portions slightly for high energy consumption.
2024-04-07,Lunch,180,163,32.09,29.11,234,2.98,Staff Meeting,2,Moderate Waste,4.22,1.61,Windy,Consider changing the menu or improving food quality.
2024-07-28,Dinner,184,198,35.6,32.42,314,3.18,Holiday,4,Minimal Waste,0.59,0.24,Sunny,Portion sizes seem optimal; continue as is.
2024-07-19,Lunch,152,151,30.67,27.1,268,3.57,No Event,5,Moderate Waste,3.57,2.07,Sunny,Portion sizes seem optimal; continue as is.
2024-03-20,Lunch,196,214,48.16,47.53,256,0.63,Holiday,1,Minimal Waste,4.57,2.22,Cloudy,Consider changing the menu or improving food quality.
2024-03-06,Breakfast,112,120,48.06,33.28,187,14.78,Sports Day,3,Moderate Waste,3.8,1.56,Windy,Increase portions slightly for high energy consumption.
2024-10-06,Breakfast,143,160,38.0,37.2,181,0.8,Sports Day,4,Moderate Waste,0.63,0.1,Sunny,Increase portions slightly for high energy consumption.
2024-02-19,Breakfast,131,125,42.15,34.66,221,7.49,Staff Meeting,2,Moderate Waste,1.32,0.67,Sunny,Consider changing the menu or improving food quality.
2024-09-19,Lunch,189,170,33.87,28.96,282,4.91,Sports Day,3,High Waste,3.23,1.94,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-28,Lunch,179,178,30.52,29.08,247,1.44,Staff Meeting,4,High Waste,2.56,1.79,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-12,Dinner,220,216,36.7,27.39,348,9.31,Staff Meeting,1,Minimal Waste,0.46,0.14,Sunny,Consider changing the menu or improving food quality.
2024-02-25,Breakfast,125,125,44.31,30.49,234,13.82,Sports Day,5,High Waste,3.32,0.71,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-21,Lunch,166,146,42.11,30.35,284,11.76,Staff Meeting,3,Minimal Waste,3.74,3.05,Windy,Portion sizes seem optimal; continue as is.
2024-05-15,Breakfast,112,113,38.44,32.19,191,6.25,Staff Meeting,5,Moderate Waste,0.66,0.2,Rainy,Consider offering warm food options.
2024-02-16,Dinner,240,240,43.77,39.08,299,4.69,Sports Day,5,Moderate Waste,0.66,0.19,Sunny,Increase portions slightly for high energy consumption.
2024-09-10,Lunch,196,212,30.63,26.64,246,3.99,No Event,1,High Waste,3.64,1.81,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-02,Breakfast,144,141,38.34,32.41,186,5.93,Staff Meeting,3,High Waste,0.7,0.49,Sunny,Reduce portion size by 10-20% for the next meal.
2024-06-13,Lunch,169,188,33.66,30.8,291,2.86,Sports Day,1,Moderate Waste,3.56,2.11,Cloudy,Consider changing the menu or improving food quality.
2024-06-05,Dinner,199,211,39.13,29.55,332,9.58,Sports Day,1,High Waste,0.74,0.66,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-22,Breakfast,142,131,43.68,35.16,212,8.52,Staff Meeting,1,Minimal Waste,3.1,3.06,Cloudy,Consider changing the menu or improving food quality.
2024-03-06,Lunch,187,189,46.03,35.24,232,10.79,No Event,4,Moderate Waste,4.41,1.41,Sunny,Portion sizes seem optimal; continue as is.
2024-10-11,Dinner,232,213,44.59,42.14,239,2.45,Sports Day,1,Minimal Waste,3.94,1.78,Rainy,Consider changing the menu or improving food quality.
2024-07-20,Lunch,182,170,37.36,26.5,231,10.86,Sports Day,2,Moderate Waste,2.71,1.91,Cloudy,Consider changing the menu or improving food quality.
2024-06-05,Breakfast,106,122,44.89,37.9,188,6.99,No Event,3,High Waste,3.45,0.82,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-01,Dinner,182,183,31.27,30.89,280,0.38,Holiday,1,Minimal Waste,2.73,0.2,Cloudy,Consider changing the menu or improving food quality.
2024-05-31,Lunch,165,153,43.77,27.09,236,16.68,Staff Meeting,2,Minimal Waste,0.41,0.11,Windy,Consider changing the menu or improving food quality.
2024-02-17,Lunch,153,144,33.45,33.35,248,0.1,No Event,5,High Waste,0.52,0.33,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-05-11,Lunch,191,201,36.78,27.1,254,9.68,No Event,4,High Waste,2.84,0.8,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-22,Lunch,162,170,31.6,27.79,225,3.81,Staff Meeting,4,High Waste,0.24,0.23,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-03,Breakfast,132,129,32.75,27.25,250,5.5,No Event,4,Moderate Waste,0.37,0.28,Cloudy,Portion sizes seem optimal; continue as is.
2024-07-08,Breakfast,129,122,46.29,31.91,228,14.38,Staff Meeting,2,High Waste,3.44,0.32,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-25,Lunch,152,150,42.89,32.62,258,10.27,Sports Day,5,Moderate Waste,2.75,2.61,Windy,Increase portions slightly for high energy consumption.
2024-07-24,Dinner,241,261,34.47,30.31,221,4.16,No Event,3,Moderate Waste,1.94,0.4,Rainy,Consider offering warm food options.
2024-08-22,Breakfast,114,120,32.2,26.34,218,5.86,Staff Meeting,3,High Waste,1.0,0.91,Windy,Reduce portion size by 10-20% for the next meal.
